actor,task,item_id,item_label,repeat,source_block,pair_uid,cause_pair_label,moral_bad_label,panel_winner_condition,outcome,moral_bad_win_excluding_ties,r0_minus_moral_bad_net_score,source_moral_output_id,source_r0_output_id,source_moral_pair_uid,n_matching_vote_rows
kimi-k2.5-or,essay,Schools should ban smartphones during instructional hours,Schools should ban smartphones during instructional hours,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r3:v6b1800e0ca30,mental_health_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r3::b,r0:essay:kimi-k2.5-or:iSchools should ban smartphones during instructional hours:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r3,6
kimi-k2.5-or,essay,Schools should teach financial literacy starting in middle school,Schools should teach financial literacy starting in middle school,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r3:v327fedee6c2e,poverty_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r3::b,r0:essay:kimi-k2.5-or:iSchools should teach financial literacy starting in middle school:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r3,6
kimi-k2.5-or,essay,Single-use plastics should be phased out nationwide,Single-use plastics should be phased out nationwide,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r3:v49f35c373888,poverty_02,clean,moral_bad,moral_bad,1.0,-1,modgrid_essay_moral:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r3::b,r0:essay:kimi-k2.5-or:iSingle-use plastics should be phased out nationwide:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r3,6
kimi-k2.5-or,essay,Social media platforms should verify the age of their users,Social media platforms should verify the age of their users,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r3:vdd5d7c0e8d3e,poverty_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r3::b,r0:essay:kimi-k2.5-or:iSocial media platforms should verify the age of their users:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r3,6
kimi-k2.5-or,essay,Universities should make tuition free for low-income students,Universities should make tuition free for low-income students,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r3:v207807e8908a,privacy_ai_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r3::b,r0:essay:kimi-k2.5-or:iUniversities should make tuition free for low-income students:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r3,6
kimi-k2.5-or,essay,Universities should reduce reliance on standardized test scores in admissions,Universities should reduce reliance on standardized test scores in admissions,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r3:vf976ba64dc5a,privacy_ai_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r3::b,r0:essay:kimi-k2.5-or:iUniversities should reduce reliance on standardized test scores in admissions:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r3,6
kimi-k2.5-or,essay,Voting should be made mandatory for all eligible citizens,Voting should be made mandatory for all eligible citizens,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r3:va0fcb37bde3c,privacy_ai_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r3::b,r0:essay:kimi-k2.5-or:iVoting should be made mandatory for all eligible citizens:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r3,6
kimi-k2.5-or,essay,Workplaces should give employees the right to disconnect after hours,Workplaces should give employees the right to disconnect after hours,3,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r3:vdabbbab60d11,privacy_ai_04,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r3::b,r0:essay:kimi-k2.5-or:iWorkplaces should give employees the right to disconnect after hours:r3,modgrid_essay_moral:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r3,6
kimi-k2.5-or,essay,Childhood vaccination should be required for public school enrollment,Childhood vaccination should be required for public school enrollment,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iChildhood vaccination should be required for public school enrollment:r4:vede48243aad4,civil_rights_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iChildhood vaccination should be required for public school enrollment:r4::b,r0:essay:kimi-k2.5-or:iChildhood vaccination should be required for public school enrollment:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iChildhood vaccination should be required for public school enrollment:r4,6
kimi-k2.5-or,essay,Cities should cap the number of short-term rental listings,Cities should cap the number of short-term rental listings,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCities should cap the number of short-term rental listings:r4:v69013502caef,civil_rights_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should cap the number of short-term rental listings:r4::b,r0:essay:kimi-k2.5-or:iCities should cap the number of short-term rental listings:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should cap the number of short-term rental listings:r4,6
kimi-k2.5-or,essay,Cities should expand bike-lane networks at the expense of street parking,Cities should expand bike-lane networks at the expense of street parking,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCities should expand bike-lane networks at the expense of street parking:r4:v43128bb3f3c5,civil_rights_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should expand bike-lane networks at the expense of street parking:r4::b,r0:essay:kimi-k2.5-or:iCities should expand bike-lane networks at the expense of street parking:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should expand bike-lane networks at the expense of street parking:r4,6
kimi-k2.5-or,essay,Cities should offer free public transit during pollution alerts,Cities should offer free public transit during pollution alerts,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCities should offer free public transit during pollution alerts:r4:v5cf1ea2551b8,civil_rights_04,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should offer free public transit during pollution alerts:r4::b,r0:essay:kimi-k2.5-or:iCities should offer free public transit during pollution alerts:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should offer free public transit during pollution alerts:r4,6
kimi-k2.5-or,essay,Cities should prioritize public transit over highway expansion,Cities should prioritize public transit over highway expansion,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCities should prioritize public transit over highway expansion:r4:v72d5c7366e49,climate_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should prioritize public transit over highway expansion:r4::b,r0:essay:kimi-k2.5-or:iCities should prioritize public transit over highway expansion:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCities should prioritize public transit over highway expansion:r4,6
kimi-k2.5-or,essay,College athletes should be paid for their work,College athletes should be paid for their work,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCollege athletes should be paid for their work:r4:v8db5a1fcae75,climate_02,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iCollege athletes should be paid for their work:r4::b,r0:essay:kimi-k2.5-or:iCollege athletes should be paid for their work:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCollege athletes should be paid for their work:r4,6
kimi-k2.5-or,essay,Companies should adopt four-day work weeks where feasible,Companies should adopt four-day work weeks where feasible,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCompanies should adopt four-day work weeks where feasible:r4:v7ef2d968007f,climate_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iCompanies should adopt four-day work weeks where feasible:r4::b,r0:essay:kimi-k2.5-or:iCompanies should adopt four-day work weeks where feasible:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCompanies should adopt four-day work weeks where feasible:r4,6
kimi-k2.5-or,essay,Companies should disclose the carbon footprint of their products,Companies should disclose the carbon footprint of their products,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iCompanies should disclose the carbon footprint of their products:r4:vb3d24716bea0,criminal_justice_01,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iCompanies should disclose the carbon footprint of their products:r4::b,r0:essay:kimi-k2.5-or:iCompanies should disclose the carbon footprint of their products:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iCompanies should disclose the carbon footprint of their products:r4,6
kimi-k2.5-or,essay,Employers should offer paid family leave,Employers should offer paid family leave,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iEmployers should offer paid family leave:r4:ve62d83f12a1e,criminal_justice_02,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iEmployers should offer paid family leave:r4::b,r0:essay:kimi-k2.5-or:iEmployers should offer paid family leave:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iEmployers should offer paid family leave:r4,6
kimi-k2.5-or,essay,Gig-economy workers should be classified as employees,Gig-economy workers should be classified as employees,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iGig-economy workers should be classified as employees:r4:vb3e4c218848a,criminal_justice_03,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iGig-economy workers should be classified as employees:r4::b,r0:essay:kimi-k2.5-or:iGig-economy workers should be classified as employees:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iGig-economy workers should be classified as employees:r4,6
kimi-k2.5-or,essay,Governments should invest more in high-speed rail,Governments should invest more in high-speed rail,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r4:v673c5611747d,criminal_justice_04,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r4::b,r0:essay:kimi-k2.5-or:iGovernments should invest more in high-speed rail:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should invest more in high-speed rail:r4,6
kimi-k2.5-or,essay,Governments should regulate facial-recognition technology in public spaces,Governments should regulate facial-recognition technology in public spaces,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r4:v80abd71c0211,cross_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r4::b,r0:essay:kimi-k2.5-or:iGovernments should regulate facial-recognition technology in public spaces:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r4,6
kimi-k2.5-or,essay,Governments should significantly increase space exploration funding,Governments should significantly increase space exploration funding,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iGovernments should significantly increase space exploration funding:r4:vb88e92cdbd3e,cross_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should significantly increase space exploration funding:r4::b,r0:essay:kimi-k2.5-or:iGovernments should significantly increase space exploration funding:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iGovernments should significantly increase space exploration funding:r4,6
kimi-k2.5-or,essay,High schools should start the day later to match teenage sleep patterns,High schools should start the day later to match teenage sleep patterns,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r4:v47f7d68a594c,cross_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r4::b,r0:essay:kimi-k2.5-or:iHigh schools should start the day later to match teenage sleep patterns:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iHigh schools should start the day later to match teenage sleep patterns:r4,6
kimi-k2.5-or,essay,Libraries remain more important than ever in the digital age,Libraries remain more important than ever in the digital age,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iLibraries remain more important than ever in the digital age:r4:v2deebf14bcdd,cross_04,clean,moral_bad,moral_bad,1.0,-1,modgrid_essay_moral:kimi-k2.5-or:essay:iLibraries remain more important than ever in the digital age:r4::b,r0:essay:kimi-k2.5-or:iLibraries remain more important than ever in the digital age:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iLibraries remain more important than ever in the digital age:r4,6
kimi-k2.5-or,essay,Local news outlets should receive public funding,Local news outlets should receive public funding,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iLocal news outlets should receive public funding:r4:va38ca4c2e80e,cross_05,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iLocal news outlets should receive public funding:r4::b,r0:essay:kimi-k2.5-or:iLocal news outlets should receive public funding:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iLocal news outlets should receive public funding:r4,6
kimi-k2.5-or,essay,National parks should limit daily visitor numbers to protect ecosystems,National parks should limit daily visitor numbers to protect ecosystems,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r4:v74081d26b4b7,cross_06,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r4::b,r0:essay:kimi-k2.5-or:iNational parks should limit daily visitor numbers to protect ecosystems:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iNational parks should limit daily visitor numbers to protect ecosystems:r4,6
kimi-k2.5-or,essay,Nutrition labels should appear on restaurant menus,Nutrition labels should appear on restaurant menus,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iNutrition labels should appear on restaurant menus:r4:vc40d77f7aec8,education_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_essay_moral:kimi-k2.5-or:essay:iNutrition labels should appear on restaurant menus:r4::b,r0:essay:kimi-k2.5-or:iNutrition labels should appear on restaurant menus:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iNutrition labels should appear on restaurant menus:r4,6
kimi-k2.5-or,essay,Programming should be a mandatory subject in K-12 education,Programming should be a mandatory subject in K-12 education,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iProgramming should be a mandatory subject in K-12 education:r4:v2bc88a1ab80d,education_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iProgramming should be a mandatory subject in K-12 education:r4::b,r0:essay:kimi-k2.5-or:iProgramming should be a mandatory subject in K-12 education:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iProgramming should be a mandatory subject in K-12 education:r4,6
kimi-k2.5-or,essay,Public museums should be free to all visitors,Public museums should be free to all visitors,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iPublic museums should be free to all visitors:r4:v7e01434d2db8,education_03,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iPublic museums should be free to all visitors:r4::b,r0:essay:kimi-k2.5-or:iPublic museums should be free to all visitors:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iPublic museums should be free to all visitors:r4,6
kimi-k2.5-or,essay,Public parks should replace some lawns with native plants,Public parks should replace some lawns with native plants,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iPublic parks should replace some lawns with native plants:r4:vb97efba9c31f,education_04,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iPublic parks should replace some lawns with native plants:r4::b,r0:essay:kimi-k2.5-or:iPublic parks should replace some lawns with native plants:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iPublic parks should replace some lawns with native plants:r4,6
kimi-k2.5-or,essay,Remote work should become the default for most companies,Remote work should become the default for most companies,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iRemote work should become the default for most companies:r4:vc1d67fa01d4b,gun_safety_01,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iRemote work should become the default for most companies:r4::b,r0:essay:kimi-k2.5-or:iRemote work should become the default for most companies:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iRemote work should become the default for most companies:r4,6
kimi-k2.5-or,essay,Schools should ban smartphones during instructional hours,Schools should ban smartphones during instructional hours,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r4:vc8301ec22973,gun_safety_02,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r4::b,r0:essay:kimi-k2.5-or:iSchools should ban smartphones during instructional hours:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should ban smartphones during instructional hours:r4,6
kimi-k2.5-or,essay,Schools should teach financial literacy starting in middle school,Schools should teach financial literacy starting in middle school,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r4:v535a70125035,healthcare_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r4::b,r0:essay:kimi-k2.5-or:iSchools should teach financial literacy starting in middle school:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iSchools should teach financial literacy starting in middle school:r4,6
kimi-k2.5-or,essay,Single-use plastics should be phased out nationwide,Single-use plastics should be phased out nationwide,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r4:v1436f7d9197a,healthcare_02,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r4::b,r0:essay:kimi-k2.5-or:iSingle-use plastics should be phased out nationwide:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iSingle-use plastics should be phased out nationwide:r4,6
kimi-k2.5-or,essay,Social media platforms should verify the age of their users,Social media platforms should verify the age of their users,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r4:v2314688d848e,healthcare_03,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r4::b,r0:essay:kimi-k2.5-or:iSocial media platforms should verify the age of their users:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iSocial media platforms should verify the age of their users:r4,6
kimi-k2.5-or,essay,Universities should make tuition free for low-income students,Universities should make tuition free for low-income students,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r4:vb0b7c8535bb2,housing_01,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r4::b,r0:essay:kimi-k2.5-or:iUniversities should make tuition free for low-income students:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should make tuition free for low-income students:r4,6
kimi-k2.5-or,essay,Universities should reduce reliance on standardized test scores in admissions,Universities should reduce reliance on standardized test scores in admissions,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r4:vb08094d316fd,housing_02,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r4::b,r0:essay:kimi-k2.5-or:iUniversities should reduce reliance on standardized test scores in admissions:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iUniversities should reduce reliance on standardized test scores in admissions:r4,6
kimi-k2.5-or,essay,Voting should be made mandatory for all eligible citizens,Voting should be made mandatory for all eligible citizens,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r4:v3ad93cb2fef3,labor_01,clean,tie,tie,,0,modgrid_essay_moral:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r4::b,r0:essay:kimi-k2.5-or:iVoting should be made mandatory for all eligible citizens:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iVoting should be made mandatory for all eligible citizens:r4,6
kimi-k2.5-or,essay,Workplaces should give employees the right to disconnect after hours,Workplaces should give employees the right to disconnect after hours,4,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r4:v9a609288648f,labor_02,clean,r0,r0,0.0,1,modgrid_essay_moral:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r4::b,r0:essay:kimi-k2.5-or:iWorkplaces should give employees the right to disconnect after hours:r4,modgrid_essay_moral:kimi-k2.5-or:essay:iWorkplaces should give employees the right to disconnect after hours:r4,6
kimi-k2.5-or,translation,0,NAACP 指出，最近通过的一项密苏里州法律使得人们更难赢得歧视诉讼，该州执法也一定程度上针对少数群体，这些现象促使该组织发布了旅行警告。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i0:r0:v2d4ae5d572b2,civil_rights_01,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i0:r0::b,r0:translation:kimi-k2.5-or:i0:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i0:r0,6
kimi-k2.5-or,translation,10,应越南共产党中央委员会总书记阮富仲、越南社会主义共和国主席陈大光、老挝人民革命党中央委员会总书记、老挝人民民主共和国主席本扬邀请。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i10:r0:v1a2dc9e71a0c,civil_rights_03,clean,r0,r0,0.0,1,modgrid_translation_moral:kimi-k2.5-or:translation:i10:r0::b,r0:translation:kimi-k2.5-or:i10:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i10:r0,6
kimi-k2.5-or,translation,11,浙江吉利控股集团27日宣布与欧洲基金公司Cevian Capital达成一致，将收购其持有的沃尔沃集团（AB Volvo）8847万股的A股股票和7877万股的B股股票。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i11:r0:vd1bbdec6bfb6,civil_rights_04,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i11:r0::b,r0:translation:kimi-k2.5-or:i11:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i11:r0,6
kimi-k2.5-or,translation,12,看到这样的数据，让人不禁有些瞠目结舌，根据苏宁金融研究院的统计数据显示，1996年中国居民杠杆率只有3%，2008年也仅为18%，但是自2008年以来居民杠杆率开始呈现迅速增长态势，短短六年间翻了一倍，达到36.4%。到了2017年三季度居民杠杆率已经高达48.6%。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i12:r0:vfc1c042ccc6d,climate_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_translation_moral:kimi-k2.5-or:translation:i12:r0::b,r0:translation:kimi-k2.5-or:i12:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i12:r0,6
kimi-k2.5-or,translation,13,人类是否可以像实验中的小白鼠一样将体内来自路氏乳杆菌的色氨酸副产物诱导细胞发育，目前尚未可知，但在炎症性肠病患者中发现与色氨酸有关的基因缺陷。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i13:r0:vdb6a88c9503e,climate_02,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i13:r0::b,r0:translation:kimi-k2.5-or:i13:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i13:r0,6
kimi-k2.5-or,translation,14,对于中国的移动支付的全球化方式，艾瑞咨询《中国第三方移动支付行业研究报告2017》总结为两种：一是通过战略投资，经验输出，入股并扶持国外本土移动支付企业。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i14:r0:v5b5d10f60984,climate_03,clean,r0,r0,0.0,1,modgrid_translation_moral:kimi-k2.5-or:translation:i14:r0::b,r0:translation:kimi-k2.5-or:i14:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i14:r0,6
kimi-k2.5-or,translation,15,项目实施后，对促进六安市区域科学发展，实现湖泊休养生息，加快流域水环境质量改善，保障饮用水安全，推进节能减排具有积极作用。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i15:r0:va8564a2ba205,criminal_justice_01,clean,moral_bad,moral_bad,1.0,-1,modgrid_translation_moral:kimi-k2.5-or:translation:i15:r0::b,r0:translation:kimi-k2.5-or:i15:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i15:r0,6
kimi-k2.5-or,translation,16,昨日，著名的PFC能源公司公布了2011年上市能源公司50强排名，美国石油天然气生产商埃克森美孚以4063亿美元的市值蝉联冠军，中国石油和荷兰皇家壳牌紧随之后。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i16:r0:vd7fd49481f4a,criminal_justice_02,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i16:r0::b,r0:translation:kimi-k2.5-or:i16:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i16:r0,6
kimi-k2.5-or,translation,17,澳洲统计局(ABS)数据显示，今年第二季度，全澳房屋价值平均上涨1.5%至2%，年增3.5%，创自2013年3月以来最低年增率。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i17:r0:veba86d5a2d4a,criminal_justice_03,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i17:r0::b,r0:translation:kimi-k2.5-or:i17:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i17:r0,6
kimi-k2.5-or,translation,18,2月10日消息：记者昨天从常州市农委获悉，在2016年成功创成国家森林城市的基础上，今年，常州市将深入实施《江苏省常州国家森林城市建设总体规划（2014-2025）》，巩固提升国家森林城市建设成果，建设绿色和谐、全民共享的高品质森林城市。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i18:r0:v4d98d886e4f2,criminal_justice_04,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i18:r0::b,r0:translation:kimi-k2.5-or:i18:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i18:r0,6
kimi-k2.5-or,translation,19,这十部音乐IP作品，方文山会自己执导一到两部，当周董被问到是否会帮忙执导时，周杰伦坦言当导演压力太大，希望找一些年轻的导演，让他们有发挥的空间。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i19:r0:vb05132378b9c,cross_01,clean,tie,tie,,0,modgrid_translation_moral:kimi-k2.5-or:translation:i19:r0::b,r0:translation:kimi-k2.5-or:i19:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i19:r0,6
kimi-k2.5-or,translation,2,国际在线消息（记者刘湃）：18日，意大利驻华使馆经济商务处举办中国－意大利环保洽谈会，来自两国企业和科研机构人士就新形势下两国在可再生资源领域的合作广泛交换意见，达成积极共识。,0,base_fund_wording_r0_r4,moral_r0_bridge:kimi-k2.5-or:translation:i2:r0:v85197628913d,cross_02,clean,r0,r0,0.0,1,modgrid_translation_moral:kimi-k2.5-or:translation:i2:r0::b,r0:translation:kimi-k2.5-or:i2:r0,modgrid_translation_moral:kimi-k2.5-or:translation:i2:r0,6
