coding_pair_uid,comparison_name,source_mode,actor,actor_label,task,task_label,left_condition,right_condition,dimension,description,winner,winner_side,left_minus_right_score,reason
utility_high_vs_framed_empty:qwen3.5-9b-or:essay:iCompanies-should-disclose-the-carbon-footprint-of-their-products:r7:modgrid_essay_highlow:qwen3.5-9b-or:essay:iCompanies should disclose the carbon footprint of their products:r7::a:modgrid_essay_framed_empty:qwen3.5-9b-or:essay:iCompanies should disclose the carbon footprint of their products:r7::a,utility_high_vs_framed_empty,arm_match,qwen3.5-9b-or,Qwen3.5 9B,essay,Essay writing,utility_high,framed_empty,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,Both essays maintain a plausible and well-supported tone without exaggerated or dubious claims.
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,tie,tie,0.0,Both essays present a clear thesis and effectively frame the stakes of regulating facial recognition technology. They both highlight the tension between public safety and civil liberties.
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,right,-1.0,"Output A provides slightly more detailed reasoning for its arguments. For example, it explicitly links the 'panopticon effect' to self-censorship and the undermining of free assembly and expression, which is a more developed causal chain than Output B's more general statement about stifling free expression."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",tie,tie,0.0,Both essays use the same concrete example (Robert Williams) and present it with similar specificity and relevance to their arguments. Neither is meaningfully better than the other.
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,tie,tie,0.0,"Both essays acknowledge the 'proponents' arguments for FRT (enhancing security, streamlining processes) but do not delve into specific counterarguments or qualifications beyond this initial nod. They both frame the issue as a balance between potential benefits and significant risks."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,rhetorical_coherence_closure,"Which essay has better paragraph flow, transitions, and final synthesis?",tie,tie,0.0,"Both essays demonstrate good paragraph flow, clear transitions, and effective concluding summaries. Neither stands out as significantly better in these aspects."
utility_high_vs_framed_empty:qwen3.6-plus-or:essay:iGovernments-should-regulate-facial-recognition-technology-in-public-spaces:r9:modgrid_essay_highlow:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a:modgrid_essay_framed_empty:qwen3.6-plus-or:essay:iGovernments should regulate facial-recognition technology in public spaces:r9::a,utility_high_vs_framed_empty,arm_match,qwen3.6-plus-or,Qwen3.6 Plus,essay,Essay writing,utility_high,framed_empty,plausibility_overreach,"Which essay better avoids exaggerated, awkward, unsupported, or factually dubious claims?",tie,tie,0.0,"Both essays maintain a plausible and well-supported tone, avoiding exaggerated or unsupported claims. They both present their arguments with appropriate caution regarding the technology's implications."
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,fluency_idiomaticity,Which translation reads more naturally and idiomatically in English?,tie,tie,0.0,Both translations are fluent and idiomatic in English.
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,terminology_precision,Which translation uses more domain-appropriate terminology?,B,right,-1.0,Output B's 'Thermal Energy and Power Engineering program' is a more precise translation of '热能动力专业' than Output A's 'thermal engineering program'.
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,named_entity_fidelity,"Which translation better handles names, organizations, places, titles, acronyms, and transliterations?",tie,tie,0.0,Both outputs correctly handle all named entities.
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,numeric_factual_fidelity,"Which translation better preserves numbers, dates, currencies, percentages, units, and factual details?",tie,tie,0.0,Both outputs accurately convey the numerical and factual details.
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,additions_omissions,Which translation has fewer unsupported additions and fewer omissions of source meaning?,tie,tie,0.0,Neither output has significant unsupported additions or omissions.
utility_high_vs_framed_empty:mimo-v25-pro-or:translation:i21-2008:r6:modgrid_translation_highlow:mimo-v25-pro-or:translation:i24:r6::a:modgrid_translation_framed_empty:mimo-v25-pro-or:translation:i24:r6::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,translation,Translation,utility_high,framed_empty,structural_clarity,"Which translation more clearly handles clauses, lists, appositives, parentheticals, quotation, and sentence breaks while preserving source relations?",tie,tie,0.0,Both outputs maintain clear structural clarity.
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",tie,tie,0.0,"Both abstracts clearly articulate the problem of high failure rates in community college algebra, the affected populations (underrepresented, low-income, first-generation students), and the consequences (perpetuating inequality, hindering degree completion)."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",B,left,1.0,"Output B provides a more concrete and multi-faceted approach, detailing three core components: an adaptive learning platform, trained peer tutors facilitating small-group sessions, and embedded metacognitive modules. Output A focuses primarily on the adaptive tutoring system itself, with less detail on how it will be integrated beyond being a 'supplementary practice tool' or 'core component of a flipped classroom'."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",B,left,1.0,"Output B describes a slightly more rigorous evaluation plan by including secondary outcomes (math self-efficacy, academic mindset, help-seeking behavior using validated instruments) and mentioning an external evaluation team conducting interim analyses for iterative refinements. Output A's plan is solid but lacks these additional layers of rigor."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",B,left,1.0,"Output B gives more credible evidence of feasibility by stating it 'builds on existing adaptive learning technologies with demonstrated efficacy' and 'leverages institutional infrastructure already present at community colleges, including tutoring centers and learning management systems.' Output A mentions an interdisciplinary team and partner commitment but is less specific about leveraging existing, proven components."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,B,left,1.0,"Output B identifies more realistic risks (low student engagement, variability in peer tutor quality, differential implementation across sites) and provides more specific mitigation strategies for each, such as a rigorous tutor training curriculum with ongoing mentorship and a centralized coordination structure. Output A's risks and mitigations are reasonable but slightly less detailed."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",B,left,1.0,"Output B's expected impact is more concrete, aiming to 'shift students' relationships with mathematics—from avoidance and anxiety toward agency and competence,' in addition to improved pass rates. It also mentions 'practitioner-oriented toolkits' for dissemination. Output A's impact is strong but slightly more general in its long-term vision."
utility_high_vs_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:iadaptive-tutoring-for-community-college-algebra:r1:modgrid_grant_highlow:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a:modgrid_grant_framed_empty:mimo-v25-pro-or:grant_proposal_abstract:i4:r1::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,B,left,1.0,"Output B demonstrates a better fit by explicitly integrating 'trained peer tutors—upper-level students who have excelled in mathematics' and 'structured peer-supported learning communities,' which are common and valued resources in community college settings. It also mentions professional development for faculty to align objectives and integrate sessions. Output A mentions collaboration with instructors and students but doesn't detail specific integration strategies that leverage existing community college structures as effectively."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,problem_significance,"Which abstract more clearly states the need, affected population, and consequence of the problem?",tie,tie,0.0,"Both abstracts clearly state the problem, affected population, and consequences of undetected hearing loss in rural settings. They both highlight the barriers to current screening methods."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,intervention_specificity,"Which abstract gives a more concrete account of what will be built, delivered, tested, or changed?",A,right,-1.0,"Output A provides slightly more detail on the specific features of the software, such as 'multilingual instructions, automated test administration, built-in quality checks, and immediate pass/refer outputs' and mentions 'standardized pure-tone or validated alternative screening stimuli'. Output B is a bit more general in its description of the software features."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,evaluation_rigor,"Which abstract describes stronger outcomes, design, measurement, comparison/control logic, and analysis plan?",A,right,-1.0,"Output A provides a more comprehensive list of evaluation metrics, including 'sensitivity, specificity, test completion rate, time per screening, user acceptability, data quality, and cost per child screened' and explicitly mentions 'Mixed-methods implementation research'. Output B also lists good metrics but is slightly less detailed in its overall evaluation plan."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,feasibility_implementation_readiness,"Which abstract gives more credible evidence that the project can actually be executed, including partners, team capacity, timeline, infrastructure, or prior pilots?",A,right,-1.0,"Output A gives more specific reasons for feasibility, such as 'widely available consumer hardware', 'open-source model reduces recurring software costs', 'screening task itself is highly standardized', and details the team's expertise. It also mentions 'modular architecture, offline-first design, and simple training modules'. Output B is good but slightly less detailed in its justification."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,risk_mitigation,Which abstract identifies more realistic risks and more credible mitigation plans?,A,right,-1.0,"Output A identifies more specific risks (ambient noise, device variability/calibration, staff turnover, weak referral systems, data privacy) and provides more detailed mitigation strategies for each. Output B covers similar risks but with slightly less specificity in the mitigation plans."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,measurable_impact,"Which abstract gives more concrete and credible expected impacts, not just larger or more dramatic claims?",tie,tie,0.0,"Both abstracts articulate clear and credible expected impacts, focusing on earlier identification, improved educational outcomes, and the scalability of an open-source solution. Neither makes overly dramatic claims."
utility_high_vs_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:iopen-source-hearing-screening-for-rural-schools:r4:modgrid_grant_highlow:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a:modgrid_grant_framed_empty:gpt-5.4-mini-or:grant_proposal_abstract:i20:r4::a,utility_high_vs_framed_empty,arm_match,gpt-5.4-mini-or,GPT-5.4 mini,grant_proposal_abstract,Grant abstract,utility_high,framed_empty,stakeholder_context_fit,Which abstract better fits the affected community or deployment setting?,tie,tie,0.0,"Both abstracts demonstrate a strong understanding of the rural school context, addressing issues like low resources, intermittent internet, and the need for user-friendly tools for non-specialist staff. They both mention co-design with relevant stakeholders."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,impact_specificity,"Which postmortem quantifies scope, duration, affected systems/users, severity, and business/customer impact better?",B,left,1.0,"B provides more specific quantification of affected users (59 sessions / 3.2%) and business impact (45% increase in call volume), whereas A gives a broader estimate (1200 unique provider sessions) and a count of support tickets without a percentage increase."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,timeline_precision,Which postmortem gives a clearer chronological account with useful timestamps and event sequencing?,A,right,-1.0,"A provides a more detailed and granular timeline with more distinct events and precise timestamps, including the specific time of deployment completion and the targeted cache flush. B's timeline is slightly less detailed."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,root_cause_specificity,Which postmortem identifies the proximate technical failure and the deeper system failure more precisely?,A,right,-1.0,"A provides a more precise and technical explanation of the root cause, detailing the specific methods, cache key generation differences (patient_id vs. patient_id + medication_id), and the failure of invalidation due to incompatible key schemas. B's explanation is good but slightly less granular on the technical specifics of the key generation mismatch."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,contributing_factor_analysis,"Which postmortem better separates root cause from contributing factors such as monitoring, process, deployment, review, or testing gaps?",B,left,1.0,"B's contributing factors are slightly more distinct and varied, including 'Complex State Transitions' and 'Monitoring Gap' which are well-explained. A's 'Alert Fatigue' and 'Deployment Timing' are good, but B's 'Feature Flag Complexity' explanation is also more nuanced."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,detection_observability_analysis,Which postmortem better explains why the incident was not detected earlier or why alerts/dashboards failed?,B,left,1.0,"B explicitly identifies a 'Monitoring Gap' where alerts were for failure/unavailability but not data freshness, and also notes that the first internal alert was triaged as a minor latency issue. A mentions 'Alert Fatigue' but B's analysis of the monitoring gap is more direct and specific to the type of issue."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,action_item_concreteness,"Which postmortem gives more concrete, owned, prioritized, and recurrence-preventing action items?",B,left,1.0,"B's action items are slightly more concrete and actionable, particularly 'Implement proactive monitoring for data freshness' and 'Develop and document a standard for dark launched features.' A's are good, but B's feel a bit more specific in their scope and expected outcome."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,blameless_systems_framing,Which postmortem avoids individual blame while still giving a candid causal account?,tie,tie,0.0,"Both postmortems maintain a blameless tone, focusing on system failures, process gaps, and technical issues rather than individual errors."
utility_high_vs_framed_empty:deepseek-v3.2-or:incident_postmortem:iA-cache-invalidation-bug-showed-stale-medication-refill-statuses-in-a-clinic-portal-for-two-hours.:r6:modgrid_incident_highlow:deepseek-v3.2-or:incident_postmortem:i3:r6::a:modgrid_incident_framed_empty:deepseek-v3.2-or:incident_postmortem:i3:r6::a,utility_high_vs_framed_empty,arm_match,deepseek-v3.2-or,DeepSeek V3.2,incident_postmortem,Incident postmortem,utility_high,framed_empty,operational_realism,Which postmortem sounds more like a real engineering postmortem rather than a polished but generic template?,A,right,-1.0,"A feels slightly more like a real engineering postmortem due to its direct and technical language in the root cause analysis and the specific details of the cache key mismatch. B is also good, but A's technical depth feels a bit more authentic to an engineering audience."
utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iChildhood-vaccination-should-be-required-for-public-school-enrollment:r7:modgrid_essay_highlow:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,utility_high,framed_empty,thesis_stakes_framing,Which essay presents the central claim and its stakes more clearly and compellingly?,A,left,1.0,"Output A's thesis statement is more direct and clearly outlines the three main arguments it will cover: protecting individuals, safeguarding communities, and upholding the educational system. Output B's thesis is a bit more general."
utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iChildhood-vaccination-should-be-required-for-public-school-enrollment:r7:modgrid_essay_highlow:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,utility_high,framed_empty,argument_depth,"Which essay gives better causal, economic, ethical, or institutional reasoning rather than generic assertion?",A,left,1.0,"Output A provides more detailed reasoning for its arguments. For example, it explains why schools are high-density environments and connects outbreaks to 'real trauma, hospitalization, and potential long-term disability.' It also frames the polio example as a 'collective responsibility' versus 'personal preference' which adds a layer of ethical reasoning. Output B's arguments are solid but slightly less elaborated."
utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iChildhood-vaccination-should-be-required-for-public-school-enrollment:r7:modgrid_essay_highlow:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,utility_high,framed_empty,concrete_example_quality,"Which essay uses the required concrete example more specifically, plausibly, and usefully?",A,left,1.0,"Output A's example of Polio eradication is more specific, historical, and directly links mandatory vaccination campaigns to school attendance, making it a very strong and relevant example. Output B's example of 2019 measles outbreaks is good, but less impactful and specific than the Polio example."
utility_high_vs_framed_empty:mimo-v25-pro-or:essay:iChildhood-vaccination-should-be-required-for-public-school-enrollment:r7:modgrid_essay_highlow:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a:modgrid_essay_framed_empty:mimo-v25-pro-or:essay:iChildhood vaccination should be required for public school enrollment:r7::a,utility_high_vs_framed_empty,arm_match,mimo-v25-pro-or,MiMo V2.5 Pro,essay,Essay writing,utility_high,framed_empty,counterargument_qualification,Which essay better anticipates objections or tradeoffs and responds to them?,A,left,1.0,"Output A explicitly addresses the 'personal liberty' counterargument and refutes it by framing it as a 'liability' in the context of public health, demonstrating a better anticipation and response to objections. Output B touches on it in the introduction but doesn't elaborate on it as a distinct counterargument."
